"start","connection","end","state","score"
"Taurus KEPD 350","has_type","Land-attack missile","active","225"
"Taurus KEPD 350","has_variant","KEPD 350 KEPD 350 MR KEPD 350K-2 KEPD 150","active","140"
"Taurus KEPD 350","has_warhead","Two‐stage tandem MEPHISTO penetrator","active","170"
"Taurus KEPD 350","launched_from","Eurofighter Typhoon EF-2000","active","175"
"Taurus KEPD 350","launched_from","McDonnell Douglas F-15K Slam Eagle","active","175"
"Taurus KEPD 350","launched_from","Panavia PA-200 Tornado IDS","active","175"
"Taurus KEPD 350","launched_from","Saab JAS-39C Gripen","active","175"
"Taurus KEPD 350","made_by","Taurus Systems GmbH","active","185"
"Taurus KEPD 350","operated_by","South Korea","active","180"
"Taurus KEPD 350","operated_by","Spain","active","180"
"Taurus KEPD 350","originated_in","Germany","active","185"
"Taurus KEPD 350","originated_in","Sweden","active","185"
"Taxi","associated_with","Passenger transport","proposed","66"
"Taxi","found_in","Cities","active","160"
"Taxi","has_part","Meter","active","125"
"Taxi","is_a","Vehicle","active","240"
"Taxi","used_for","Fuel","active","150"
"Taylor & Francis","founded_by","Richard Taylor","active","190"
"Taylor & Francis","owned_by","Informa","active","180"
"Tbilisi","capital_of","Georgia","active","235"
"Tbilisi","is_a","City","active","240"
"TCP","is_a","Network Protocol","active","240"
"TCP","provides","Reliable Transport","active","155"
"Tea","associated_with","Caffeine","proposed","66"
"Tea","grows_on","Leaves","active","150"
"Tea","has_color","Brown","proposed","69"
"Tea","is_a","Drink","active","240"
"Tea","used_in","Breakfast","active","165"
"Teacher","associated_with","Lessons","proposed","66"
"Teacher","found_in","Schools","active","160"
"Teacher","helps","Students","proposed","63"
"Teacher","is_a","Profession","active","240"
"Teacher","uses","Books","proposed","69"
"Tegucigalpa","capital_of","Honduras","active","235"
"Tegucigalpa","is_a","City","active","240"
"Tehran","capital_of","Iran","active","235"
"Tehran","is_a","City","active","240"
"Tehran","located_in","Tehran, Iran","active","190"
"Tehran","part_of","Iran","active","210"
"Tehran, Iran","is_a","Region","active","240"
"Tehran, Iran","part_of","Iran","active","210"
"Telangana, India","is_a","Region","active","240"
"Telangana, India","part_of","India","active","210"
"Telecommunication Company of Iran","owns","MCI","active","180"
"Telesat","makes","Satellite communications and integration services","active","160"
"Television","found_in","Living room","active","160"
"Television","is_a","Device","active","240"
"Television","made_of","Plastic","active","125"
"Television","powered_by","Electricity","active","125"
"Television","used_for","Watching video","active","150"
"Telia Company","makes","fixed-line communications","active","160"
"Telia Company","makes","Internet access","active","160"
"Telia Company","makes","IT hosting","active","160"
"Telia Company","makes","Mobile telephony","active","160"
"Telia Company","owns","Telia Eesti","active","180"
"Telia Company","owns","Telia Lietuva","active","180"
"Telia Company","owns","Telia Norge","active","180"
"Tenaga Nasional","headquartered_in","Kuala Lumpur, Malaysia","active","185"
"Tenaga Nasional","in_industry","Electric power industry","active","165"
"Tenaga Nasional","owned_by","Employees Provident Fund (Malaysia)","active","180"
"Tenaga Nasional","owned_by","Khazanah Nasional","active","180"
"Tenaga Nasional","owned_by","Permodalan Nasional Berhad","active","180"
"Tenaga Nasional","owned_by","Retirement Fund (Incorporated)","active","180"
"Tenaga Nasional","owns","Sabah Electricity","active","180"
"Tenaga Nasional","owns","Universiti Tenaga Nasional","active","180"
"Tenaga Nasional","provides","distribution","active","155"
"Tenaga Nasional","provides","Electricity generation","active","155"
"Tenaga Nasional","provides","transmission","active","155"
"Tengden TB-001","designed_by","Koen Lee Choi","active","195"
"Tengden TB-001","has_type","Medium-altitude long-endurance unmanned aerial vehicle","active","225"
"Tengden TB-001","made_by","Sichuan Tengden","active","185"
"Tengden TB-001","operated_by","People's Liberation Army","active","180"
"Tengden TB-001","originated_in","China","active","185"
"Tennessee River","empties_into","Ohio River","active","165"
"Tennessee River","flows_through","United States","active","165"
"Tennessee River","is_a","River","active","240"
"Terminal High Altitude Area Defense","designed_by","Lockheed","active","195"
"Terminal High Altitude Area Defense","has_type","anti-ballistic missile","active","225"
"Terminal High Altitude Area Defense","made_by","Lockheed Martin Missiles and Fire Control","active","185"
"Terminal High Altitude Area Defense","operated_by","United States Army","active","180"
"Terminal High Altitude Area Defense","originated_in","United States","active","185"
"Terraform","is_a","Infrastructure as Code Tool","active","240"
"Terraform","used_for","Infrastructure Provisioning","active","150"
"Tesco","founded_by","Sir Jack Cohen","active","190"
"Tesco","has_division","Booker Group","active","160"
"Tesco","has_division","Dunnhumby","active","160"
"Tesco","has_division","Tesco Bank","active","160"
"Tesco","has_division","Tesco Ireland","active","160"
"Tesco","has_division","Tesco Mobile","active","160"
"Tesco","has_key_person","John Allan","active","150"
"Tesco","has_key_person","Ken Murphy","active","150"
"Tesco","headquartered_in","Hertfordshire","active","185"
"Tesco","headquartered_in","Welwyn Garden City","active","185"
"Tesco","in_industry","Retail","active","165"
"Tesco","makes","Convenience shop","active","160"
"Tesco","makes","Hypermarket","active","160"
"Tesco","makes","Supermarket","active","160"
"Tesco","makes","Superstore","active","160"
"Tesco","owns_brand","Paperchase","active","165"
"Tesla","headquartered_in","United States","active","185"
"Tesla","is_a","Company","active","240"
"Tesla","operates_in","Australia","active","175"
"Tesla","operates_in","Canada","active","175"
"Tesla","operates_in","China","active","175"
"Tesla","operates_in","Germany","active","175"
"Tesla","operates_in","United Kingdom","active","175"
"Tesla","operates_in","United States","active","175"
"Tesla","serves_segment","Autonomous Driving","active","145"
"Tesla","serves_segment","Battery Storage","active","145"
"Tesla","serves_segment","Electric Vehicles","active","145"
"Tesla","serves_segment","Solar Energy","active","145"
"Tesla, Inc.","makes","Cybertruck","active","160"
"Tesla, Inc.","makes","Megapack","active","160"
"Tesla, Inc.","makes","Model 3","active","160"
"Tesla, Inc.","makes","Model S","active","160"
"Tesla, Inc.","makes","Model X","active","160"
"Tesla, Inc.","makes","Model Y","active","160"
"Tesla, Inc.","makes","Powerwall","active","160"
"Tesla, Inc.","makes","Semi","active","160"
"Tesla, Inc.","makes","Solar Panels","active","160"
"Tesla, Inc.","makes","Solar Roof","active","160"
"Tesla, Inc.","owns","Tesla Automation","active","180"
"Tesla, Inc.","owns","Tesla Energy","active","180"
"Tesla, Inc.","provides","Charging","active","155"
"Texaco","makes","Gasoline","active","160"
"Texaco","makes","motor oils","active","160"
"Texaco","makes","natural gas","active","160"
"Texaco","makes","petrochemicals","active","160"
"Texaco","owns","Indian Oil Co.","active","180"
"Texaco","owns_brand","Havoline","active","165"
"Texas Instruments","founded_by","Cecil H. Green","active","190"
"Texas Instruments","founded_by","Eugene McDermott","active","190"
"Texas Instruments","founded_by","J. Erik Jonsson","active","190"
"Texas Instruments","founded_by","Patrick E. Haggerty","active","190"
"Texas Instruments","has_key_person","CEO","rejected","0"
"Texas Instruments","has_key_person","chairman","rejected","0"
"Texas Instruments","has_key_person","CTO","rejected","0"
"Texas Instruments","has_key_person","president","rejected","0"
"Texas Instruments","headquartered_in","Dallas","active","185"
"Texas Instruments","in_industry","Semiconductors","active","165"
"Texas Instruments","makes","Analog electronics","active","160"
"Texas Instruments","makes","Calculators","active","160"
"Texas Instruments","makes","Digital light processors","active","160"
"Texas Instruments","makes","Digital signal processors","active","160"
"Texas Instruments","makes","Embedded processors","active","160"
"Texas Instruments","makes","Integrated circuits","active","160"
"Texas, United States","is_a","Region","active","240"
"Texas, United States","part_of","United States","active","210"
"Text Editor","is_a","Developer Tool","active","240"
"Textron","owns","AAI Corporation","active","180"
"Textron","owns","Able Aerospace Services","active","180"
"Textron","owns","Arctic Cat","active","180"
"Textron","owns","Avco","active","180"
"Textron","owns","Beechcraft","active","180"
"Textron","owns","Bell Textron","active","180"
"Textron","owns","Cessna Aircraft","active","180"
"Textron","owns","Jacobsen Manufacturing","active","180"
"Textron","owns","Lycoming Engines","active","180"
"Textron","owns","Pipistrel","active","180"
"Textron","owns","Textron Marine & Land Systems","active","180"
"THAAD","is_a","Air Defence System","active","240"
"THAAD","manufactured_by","Lockheed Martin","active","185"
"THAAD","uses_technology","Ballistic Missile Defence","active","150"
"Thailand","borders","Cambodia","active","210"
"Thailand","borders","Laos","active","210"
"Thailand","borders","Malaysia","active","210"
"Thailand","borders","Myanmar","active","210"
"Thailand","has_capital","Bangkok","active","235"
"Thailand","has_language","en","active","160"
"Thailand","has_language","th","active","160"
"Thailand","has_major_city","Bangkok","active","155"
"Thailand","is_a","Country","active","240"
"Thailand","part_of","Asia","active","210"
"Thales","headquartered_in","France","active","185"
"Thales","is_a","Defence Company","active","240"
"Thales","serves_segment","Military Electronics","active","145"
"Thales","serves_segment","Radar Systems","active","145"
"Thales","serves_segment","Secure Communications","active","145"
"Thales Group","has_division","Thales Optronics","active","160"
"Thales Group","has_key_person","CEO","rejected","0"
"Thales Group","has_key_person","chairman","rejected","0"
"Thales Group","headquartered_in","Paris","active","185"
"Thales Group","in_industry","Aerospace","active","165"
"Thales Group","in_industry","Cybersecurity","active","165"
"Thales Group","in_industry","Defence","active","165"
"Thales Group","in_industry","Electronics","active","165"
"Thales Group","makes","aeronautics","active","160"
"Thales Group","makes","infantry mobility vehicles","active","160"
"Thales Group","makes","radars","active","160"
"Thales Group","makes","remote controlled weapon stations","active","160"
"Thales Group","owns","Edisoft","active","180"
"Thales Group","owns","Imperva","active","180"
"Thales Group","owns","OEMServices","active","180"
"Thales Group","owns","Thales Air Defence","active","180"
"Thales Group","owns","Thales Alenia Space","active","180"
"Thales Group","owns","Thales Australia","active","180"
"Thales Group","owns","Thales Defense & Security","active","180"
"Thales Group","owns","Thales Elektronic Systems GmbH","active","180"
"Thales Group","owns","Thales Nederland","active","180"
"Thales Group","owns","Thales Training & Simulation","active","180"
"Thales Group","owns","Thales Underwater Systems","active","180"
"ThalesRaytheonSystems","has_key_person","Philippe Duhamel (Chief Executive Officer)","active","150"
"ThalesRaytheonSystems","headquartered_in","France","active","185"
"ThalesRaytheonSystems","headquartered_in","Fullerton, California","active","185"
"ThalesRaytheonSystems","headquartered_in","Massy","active","185"
"ThalesRaytheonSystems","headquartered_in","United States","active","185"
"ThalesRaytheonSystems","in_industry","Aerospace, defence","deprecated","35"
"Thames","empties_into","North Sea","active","165"
"Thames","flows_through","United Kingdom","active","165"
"Thames","is_a","River","active","240"
"Thar Desert","is_a","Desert","active","240"
"Thar Desert","part_of","Asia","active","210"
"The Coca-Cola Company","makes","Soft drinks, non-alcoholic and alcoholic beverages","deprecated","35"
"The Coca-Cola Company","owns","List of subsidiaries","deprecated","15"
"The Coca-Cola Company","owns_brand","List of Coca-Cola brands","deprecated","15"
"The Guardian","headquartered_in","Kings Place","active","185"
"The Netherlands","borders","Belgium","active","210"
"The Netherlands","borders","Germany","active","210"
"The Netherlands","has_capital","Amsterdam","active","235"
"The Netherlands","has_language","fy-NL","active","160"
"The Netherlands","has_language","nl-NL","active","160"
"The Netherlands","is_a","Country","active","240"
"The Netherlands","part_of","Europe","active","210"
"The New York Times","headquartered_in","620 Eighth Avenue","active","185"
"The New York Times","headquartered_in","New York City","active","185"
"The Times Group","has_key_person","Chairman, Executive Committee","deprecated","35"
"The Times Group","has_key_person","Samir Jain","active","150"
"The Times Group","has_key_person","Vice-Chairman","active","150"
"The Times Group","has_key_person","Vineet Jain","active","150"
"The Times Group","headquartered_in","Maharashtra","active","185"
"The Times Group","headquartered_in","Mumbai","active","185"
"The Times Group","in_industry","Mass media","active","165"
"The Times Group","makes","broadcasting","active","160"
"The Times Group","makes","entertainment","active","160"
"The Times Group","makes","films","active","160"
"The Times Group","makes","Publishing","active","160"
"The Times Group","makes","radio","active","160"
"The Times Group","makes","web portals","active","160"
"The Times Group","owned_by","Times Internet","active","180"
"The Times Group","owns","Bennett University","active","180"
"The Times Group","owns","Indiatimes shopping","active","180"
"The Times Group","owns","Junglee Pictures","active","180"
"The Times Group","owns","Times Internet","active","180"
"The Times Group","owns","Times Music","active","180"
"The Valley","capital_of","Anguilla","active","235"
"The Valley","is_a","City","active","240"
"The Vanguard Group","makes","Asset management","active","160"
"The Vanguard Group","makes","Wealth management","active","160"
"The Wall Street Journal","headquartered_in","1211 Avenue of the Americas","active","185"
"The Wall Street Journal","headquartered_in","New York","active","185"
"The Wall Street Journal","headquartered_in","New York City","active","185"
"Thimphu","capital_of","Bhutan","active","235"
"Thimphu","is_a","City","active","240"
"Thiokol","headquartered_in","Ogden, Utah","active","185"
"Thiokol","in_industry","Aerospace","active","165"
"Thiokol","in_industry","Chemicals","active","165"
"Thiokol","in_industry","Manufacturing","active","165"
"Thiokol","makes","Rocket engines","active","160"
"Thiokol","makes","Snowcats","active","160"
"Thiokol","owned_by","Cordant Technologies","active","180"
"Three UK","founded_by","Hutchison Whampoa","active","190"
"Three UK","has_key_person","CEO","rejected","0"
"Three UK","headquartered_in","Reading","active","185"
"Three UK","in_industry","Telecommunications","active","165"
"Three UK","makes","Broadband internet","active","160"
"Three UK","makes","Mobile telephony","active","160"
"Three UK","owned_by","VodafoneThree","active","180"
"Three UK","owns_brand","SMARTY","active","165"
"Three UK","provides","Broadband and Mobile","active","155"
"Tianjin","is_a","City","active","240"
"Tianjin","located_in","Tianjin, China","active","190"
"Tianjin","part_of","China","active","210"
"Tianjin, China","is_a","Region","active","240"
"Tianjin, China","part_of","China","active","210"
"Tiber","empties_into","Tyrrhenian Sea","active","165"
"Tiber","flows_through","Italy","active","165"
"Tiber","is_a","River","active","240"
"Tibetan Plateau","is_a","Plateau","active","240"
"Tibetan Plateau","part_of","Asia","active","210"
"Tien Shan","is_a","Mountain Range","active","240"
"Tien Shan","part_of","Asia","active","210"
"Tiger","has_covering","Fur","active","125"
"Tiger","is_a","Animal","active","240"
"Tiger","is_a","Mammal","active","240"
"Tiger","lives_in","Forests","active","160"
"Tiger","moves_by","Running","active","145"
"Tigris","empties_into","Persian Gulf","active","165"
"Tigris","flows_through","Iraq","active","165"
"Tigris","flows_through","Turkey","active","165"
"Tigris","is_a","River","active","240"
"Tijuana","is_a","City","active","240"
"Tijuana","located_in","Baja California, Mexico","active","190"
"Tijuana","part_of","Mexico","active","210"
"Tikhomirov Scientific Research Institute of Instrument Design","headquartered_in","Russia","active","185"
"Tikhomirov Scientific Research Institute of Instrument Design","headquartered_in","Zhukovsky","active","185"
"Tikhomirov Scientific Research Institute of Instrument Design","in_industry","Radio-frequency engineering","active","165"
"Tikhomirov Scientific Research Institute of Instrument Design","owned_by","Almaz-Antey","active","180"
"Timor Leste","borders","Indonesia","active","210"
"Timor Leste","has_capital","Dili","active","235"
"Timor Leste","has_language","id","active","160"
"Timor Leste","has_language","pt-TL","active","160"
"Timor Leste","has_language","tet","active","160"
"Timor Leste","is_a","Country","active","240"
"Timor Leste","part_of","Oceania","active","210"
"Tirana","capital_of","Albania","active","235"
"Tirana","is_a","City","active","240"
"TL-10","guided_by","ARH","active","180"
"TL-10","guided_by","IR","active","180"
"TL-10","has_type","air-to-surface","active","225"
"TL-10","has_type","anti-ship","active","225"
"TL-10","has_warhead","30 kg warhead","active","170"
"TL-10","launched_from","Air & surface","active","175"
"TL-10","made_by","Hongdu Aviation Industry Corporation","active","185"
"TL-10","operated_by","China","active","180"
"TL-10","originated_in","China","active","185"
"TL-6","guided_by","ARH","active","180"
"TL-6","guided_by","IR","active","180"
"TL-6","has_type","air-to-surface","active","225"
"TL-6","has_type","anti-ship","active","225"
"TL-6","has_warhead","30 kg warhead","active","170"
"TL-6","launched_from","Air & surface","active","175"
"TL-6","made_by","Hongdu Aviation Industry Corporation","active","185"
"TL-6","operated_by","China","active","180"
"TL-6","originated_in","China","active","185"
"TLS","is_a","Security Protocol","active","240"
"TLS","provides","Encryption","active","155"
"Toad","has_covering","Skin","active","125"
"Toad","is_a","Amphibian","active","240"
"Toad","is_a","Animal","active","240"
"Toad","lives_in","Gardens","active","160"
"Toad","moves_by","Walking","active","145"
"Tocantins","empties_into","Atlantic Ocean","active","165"
"Tocantins","flows_through","Brazil","active","165"
"Tocantins","is_a","River","active","240"
"Togo","borders","Benin","active","210"
"Togo","borders","Burkina Faso","active","210"
"Togo","borders","Ghana","active","210"
"Togo","has_capital","Lome","active","235"
"Togo","has_language","ee","active","160"
"Togo","has_language","fr-TG","active","160"
"Togo","has_language","hna","active","160"
"Togo","has_major_city","Lomé","active","155"
"Togo","is_a","Country","active","240"
"Togo","part_of","Africa","active","210"
"Tokelau","has_language","en-TK","active","160"
"Tokelau","has_language","tkl","active","160"
"Tokelau","is_a","Country","active","240"
"Tokelau","part_of","Oceania","active","210"
"Tokenization","is_a","Text Processing","active","240"
"Tokyo","capital_of","Japan","active","235"
"Tokyo","is_a","City","active","240"
"Tokyo","located_in","Tokyo, Japan","active","190"
"Tokyo","part_of","Japan","active","210"
"Tokyo, Japan","is_a","Region","active","240"
"Tokyo, Japan","part_of","Japan","active","210"
"Tomahawk","is_a","Cruise Missile","active","240"
"Tomahawk","manufactured_by","RTX","active","185"
"Tomahawk","uses_technology","Terrain Contour Matching","active","150"
"Tomato","associated_with","Seeds","proposed","66"
"Tomato","grows_on","Vines","active","150"
"Tomato","has_color","Red","proposed","69"
"Tomato","is_a","Fruit","active","240"
"Tomato","used_in","Salads","active","165"
"Tone River","empties_into","Pacific Ocean","active","165"
"Tone River","flows_through","Japan","active","165"
"Tone River","is_a","River","active","240"
"Tonga","has_capital","Nuku'alofa","active","235"
"Tonga","has_language","en-TO","active","160"
"Tonga","has_language","to","active","160"
"Tonga","is_a","Country","active","240"
"Tonga","part_of","Oceania","active","210"
"Toothbrush","found_in","Bathroom","active","160"
"Toothbrush","is_a","Hygiene item","active","240"
"Toothbrush","made_of","Plastic","active","125"
"Toothbrush","powered_by","None","active","125"
"Toothbrush","used_for","Cleaning teeth","active","150"
"Topcon","makes","Measuring equipment","active","160"
"Topcon","makes","Medical equipment","active","160"
"Topcon","owns","Sokkia","active","180"
"Toronto","is_a","City","active","240"
"Toronto","located_in","Ontario, Canada","active","190"
"Toronto","part_of","Canada","active","210"
"Toronto-Dominion Bank","has_division","TD Canada Trust","active","160"
"Toronto-Dominion Bank","has_key_person","CEO","rejected","0"
"Toronto-Dominion Bank","headquartered_in","Toronto, Ontario","active","185"
"Toronto-Dominion Bank","headquartered_in","Toronto-Dominion Centre","active","185"
"Toronto-Dominion Bank","in_industry","Financial services","active","165"
"Toronto-Dominion Bank","owns","TD Bank (United States)","active","180"
"Toronto-Dominion Bank","owns","TD Securities","active","180"
"Toronto-Dominion Bank","owns","TD Waterhouse","active","180"
"Toronto-Dominion Bank","provides","Asset management","active","155"
"Toronto-Dominion Bank","provides","Banking","active","155"
"Toronto-Dominion Bank","provides","Commodities","active","155"
"Toronto-Dominion Bank","provides","Credit cards","active","155"
"Toronto-Dominion Bank","provides","Equities trading","active","155"
"Toronto-Dominion Bank","provides","Insurance","active","155"
"Toronto-Dominion Bank","provides","Investment management","active","155"
"Toronto-Dominion Bank","provides","Mortgage loans","active","155"
"Toronto-Dominion Bank","provides","Private equity","active","155"
"Toronto-Dominion Bank","provides","Wealth management","active","155"
"Torshavn","capital_of","Faroe Islands","active","235"
"Torshavn","is_a","City","active","240"
"Toshiba","founded_by","Tanaka Hisashige","active","190"
"Toshiba","has_key_person","CEO","rejected","0"
"Toshiba","has_key_person","chairman","rejected","0"
"Toshiba","headquartered_in","Minato, Tokyo","active","185"
"Toshiba","in_industry","Conglomerate","active","165"
"Toshiba","makes","Electrical equipment","active","160"
"Toshiba","makes","Infrastructure","active","160"
"Toshiba","makes","Software","active","160"
"Toyota","founded_by","Kiichiro Toyoda","active","190"
"Toyota","has_division","Lexus","active","160"
"Toyota","has_division","Scion","active","160"
"Toyota","has_key_person","Akio Toyoda","active","150"
"Toyota","has_key_person","CEO","rejected","0"
"Toyota","has_key_person","chairman","rejected","0"
"Toyota","has_key_person","Koji Sato","active","150"
"Toyota","has_key_person","president","rejected","0"
"Toyota","headquartered_in","Japan","active","185"
"Toyota","headquartered_in","Toyota City, Aichi","active","185"
"Toyota","in_industry","Automotive","active","165"
"Toyota","is_a","Company","active","240"
"Toyota","makes","Automobiles","active","160"
"Toyota","operates_in","China","active","175"
"Toyota","operates_in","India","active","175"
"Toyota","operates_in","Japan","active","175"
"Toyota","operates_in","Thailand","active","175"
"Toyota","operates_in","United Kingdom","active","175"
"Toyota","operates_in","United States","active","175"
"Toyota","owns","Daihatsu","active","180"
"Toyota","owns","Denso","active","180"
"Toyota","owns","FAW Toyota","active","180"
"Toyota","owns","GAC Toyota","active","180"
"Toyota","owns","Hino Motors","active","180"
"Toyota","owns","Primearth EV Energy","active","180"
"Toyota","owns","Subaru Corporation","active","180"
"Toyota","owns","Toyota Argentina","active","180"
"Toyota","owns","Toyota Australia","active","180"
"Toyota","owns","Toyota Auto Body","active","180"
"Toyota","owns","Toyota Financial Services","active","180"
"Toyota","owns","Toyota Kirloskar Motors","active","180"
"Toyota","owns","Toyota Motor East Japan","active","180"
"Toyota","owns","Toyota Motor Europe","active","180"
"Toyota","owns","Toyota Motor Korea","active","180"
"Toyota","owns","Toyota Motor Kyushu","active","180"
"Toyota","owns","Toyota Motor Manufacturing Indonesia","active","180"
"Toyota","owns","Toyota Motor North America","active","180"
"Toyota","owns","Toyota Motor Pakistan","active","180"
"Toyota","owns","Toyota Motor Philippines","active","180"
"Toyota","owns","Toyota Motor Thailand","active","180"
"Toyota","owns","Toyota South Africa Motors","active","180"
"Toyota","owns","Woven by Toyota","active","180"
"Toyota","provides","Banking","active","155"
"Toyota","provides","financing","active","155"
"Toyota","provides","leasing","active","155"
"Toyota","serves_segment","Automotive Manufacturing","active","145"
"Toyota","serves_segment","Commercial Vehicles","active","145"
"Toyota","serves_segment","Hybrid Vehicles","active","145"
"Toyota","serves_segment","Mobility Services","active","145"
"Tractor","associated_with","Plowing","proposed","66"
"Tractor","found_in","Farms","active","160"
"Tractor","has_part","Large tires","active","125"
"Tractor","is_a","Vehicle","active","240"
"Tractor","used_for","Diesel","active","150"
"Trade Finance","is_a","Market Segment","active","240"
"Train","found_in","Tracks","active","160"
"Train","is_a","Vehicle","active","240"
"Train","made_of","Metal","active","125"
"Train","powered_by","Electricity","active","125"
"Train","used_for","Transport","active","150"
"Train station","contains","Platforms","active","170"
"Train station","contains","Rail travel","active","170"
"Train station","found_in","Cities","active","160"
"Train station","is_a","Transport hub","active","240"
"Train station","used_for","Trains","active","150"
"Training","is_a","Model Operation","active","240"
"Training","produces","Trained Model","active","170"
"Training And Simulation","is_a","Market Segment","active","240"
"Tram","associated_with","Transport","proposed","66"
"Tram","found_in","Cities","active","160"
"Tram","has_part","Tracks","active","125"
"Tram","is_a","Vehicle","active","240"
"Tram","used_for","Electricity","active","150"
"Transall C-160","has_type","Military transport aircraft","active","225"
"Transall C-160","made_by","Transall","active","185"
"Transall C-160","operated_by","French Air and Space Force","active","180"
"Transall C-160","operated_by","German Air Force","active","180"
"Transall C-160","operated_by","Turkish Air Force","active","180"
"Transall C-160","originated_in","France","active","185"
"Transall C-160","originated_in","Germany","active","185"
"Transantarctic Mountains","is_a","Mountain Range","active","240"
"Transantarctic Mountains","part_of","Antarctica","active","210"
"Transformer","is_a","Neural Network Architecture","active","240"
"Transformer","used_for","Large Language Model","active","150"
"Trident II","is_a","Submarine Launched Ballistic Missile","active","240"
"Trident II","manufactured_by","Lockheed Martin","active","185"
"Trinidad and Tobago","has_capital","Port of Spain","active","235"
"Trinidad and Tobago","has_language","en-TT","active","160"
"Trinidad and Tobago","has_language","fr","active","160"
"Trinidad and Tobago","has_language","hns","active","160"
"Trinidad and Tobago","is_a","Country","active","240"
"Trinidad and Tobago","part_of","North America","active","210"
"Tripoli","capital_of","Libya","active","235"
"Tripoli","is_a","City","active","240"
"Truck","associated_with","Transport","proposed","66"
"Truck","found_in","Roads","active","160"
"Truck","has_part","Cargo bed","active","125"
"Truck","is_a","Vehicle","active","240"
"Truck","used_for","Diesel","active","150"
"True Corporation","founded_by","Boonchai Bencharongkul","active","190"
"True Corporation","founded_by","Suphachai Chearavanont","active","190"
"True Corporation","has_key_person","Manat Manavutiveth (CEO)","active","150"
"True Corporation","headquartered_in","Bangkok","active","185"
"True Corporation","in_industry","Consumer electronics","active","165"
"True Corporation","in_industry","Telecommunication","active","165"
"True Corporation","makes","Mobile phone","active","160"
"True Corporation","makes","Set-top box","active","160"
"True Corporation","makes","Smartphones","active","160"
"True Corporation","makes","Tablet computer","active","160"
"True Corporation","owns","see Subsidiaries","deprecated","15"
"True Corporation","provides","Cable television","active","155"
"True Corporation","provides","Internet","active","155"
"True Corporation","provides","Mobile","active","155"
"TSMC","has_division","NXP","active","160"
"TSMC","has_division","SSMC","active","160"
"TSMC","headquartered_in","Taiwan","active","185"
"TSMC","is_a","Company","active","240"
"TSMC","manufactures","Semiconductor","active","175"
"TSMC","operates_in","China","active","175"
"TSMC","operates_in","Germany","active","175"
"TSMC","operates_in","Japan","active","175"
"TSMC","operates_in","Taiwan","active","175"
"TSMC","operates_in","United States","active","175"
"TSMC","owns","JASM","active","180"
"TSMC","provides","integrated circuit packaging","active","155"
"TSMC","provides","integrated circuits","active","155"
"TSMC","serves_segment","Advanced Packaging","active","145"
"TSMC","serves_segment","Foundry Services","active","145"
"TSMC","serves_segment","Semiconductor Manufacturing","active","145"
"Tuna","has_covering","Scales","active","125"
"Tuna","is_a","Animal","active","240"
"Tuna","is_a","Fish","active","240"
"Tuna","lives_in","Oceans","active","160"
"Tuna","moves_by","Swimming","active","145"
"Tunis","capital_of","Tunisia","active","235"
"Tunis","is_a","City","active","240"
"Tunisia","borders","Algeria","active","210"
"Tunisia","borders","Libya","active","210"
"Tunisia","has_capital","Tunis","active","235"
"Tunisia","has_language","ar-TN","active","160"
"Tunisia","has_language","fr","active","160"
"Tunisia","is_a","Country","active","240"
"Tunisia","part_of","Africa","active","210"
"Tunnel","contains","Passing through hills","active","170"
"Tunnel","contains","Roads","active","170"
"Tunnel","found_in","Roads","active","160"
"Tunnel","is_a","Structure","active","240"
"Tunnel","used_for","Walls","active","150"
"Tupolev","founded_by","Andrei Tupolev","active","190"
"Tupolev","has_key_person","Ronis Sharipov, director general","deprecated","35"
"Tupolev","headquartered_in","Basmanny District","active","185"
"Tupolev","headquartered_in","Central Administrative Okrug","active","185"
"Tupolev","in_industry","Aerospace manufacturer","active","165"
"Tupolev","in_industry","Defense","active","165"
"Tupolev","makes","Commercial airliners Military aircraft","active","160"
"Tupolev","owned_by","United Aircraft Corporation","active","180"
"Tupolev TB-1","has_type","Heavy bomber","active","225"
"Tupolev TB-1","made_by","Tupolev","active","185"
"Tupolev TB-1","operated_by","Aeroflot","active","180"
"Tupolev TB-1","operated_by","Soviet Air Forces","active","180"
"Tupolev TB-1","originated_in","Soviet Union","active","185"
"Tupolev Tu-95","designed_by","Tupolev","active","195"
"Tupolev Tu-95","has_type","nuclear bomber","active","225"
"Tupolev Tu-95","has_type","Strategic","active","225"
"Tupolev Tu-95","has_variant","Tupolev Tu-114","active","140"
"Tupolev Tu-95","has_variant","Tupolev Tu-116","active","140"
"Tupolev Tu-95","has_variant","Tupolev Tu-142","active","140"
"Tupolev Tu-95","has_variant","Tupolev Tu-95LAL","active","140"
"Tupolev Tu-95","made_by","Aviakor","active","185"
"Tupolev Tu-95","operated_by","Russian Aerospace Forces","active","180"
"Tupolev Tu-95","operated_by","Soviet Air Forces","active","180"
"Tupolev Tu-95","operated_by","Soviet Navy","active","180"
"Tupolev Tu-95","operated_by","Ukrainian Air Force","active","180"
"Tupolev Tu-95","originated_in","Soviet Union","active","185"
"Turkey","borders","Armenia","active","210"
"Turkey","borders","Azerbaijan","active","210"
"Turkey","borders","Bulgaria","active","210"
"Turkey","borders","Georgia","active","210"
"Turkey","borders","Greece","active","210"
"Turkey","borders","Iran","active","210"
"Turkey","borders","Iraq","active","210"
"Turkey","borders","Syria","active","210"
